[GIN] 2022/07/29 - 11:44:39 | 200 |    117.1465ms |    172.23.208.1 | POST     "/auth/login/"
[GIN] 2022/07/29 - 11:45:44 | 200 |      7.4397ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 11:45:44 | 200 |     50.5732ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 11:45:48 | 200 |     29.3329ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 11:45:48 | 200 |     15.0871ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 11:45:48 | 200 |     10.0884ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 11:45:48 | 200 |      7.7523ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:45:57 | 200 |      6.2331ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 11:45:57 | 200 |     17.1538ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 11:45:57 | 200 |      48.335ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 11:46:00 | 200 |     31.4955ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 11:46:00 | 200 |     12.7268ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 11:46:00 | 200 |     45.1651ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 11:46:00 | 200 |      4.6731ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:47:17 | 200 |     10.2808ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 11:47:17 | 200 |     11.4307ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 11:47:17 | 200 |      5.5475ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:47:17 | 200 |      4.2116ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:47:17 | 200 |      5.8663ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:47:17 | 200 |      8.3353ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 11:47:17 | 200 |     58.6746ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 11:47:18 | 200 |     67.2365ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 11:47:18 | 200 |     52.3315ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 11:47:18 | 200 |     17.4737ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 11:47:18 | 200 |     14.0893ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 11:47:18 | 200 |      4.5956ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:11:40 | 200 |     10.4226ms |    172.23.208.1 | GET      "/auth/refresh/"
[GIN] 2022/07/29 - 12:11:40 | 200 |       6.155ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:11:40 | 200 |     18.5967ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:11:40 | 200 |      5.7578ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:11:40 | 200 |      7.0413ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:11:40 | 200 |      4.3195ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:11:40 | 200 |      4.1409ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:11:40 | 200 |     24.2577ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:11:40 | 200 |     28.6859ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:11:41 | 200 |     29.8559ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:11:41 | 200 |     29.1476ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:11:41 | 200 |     14.0098ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:11:41 | 200 |      2.2521ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:11:41 | 500 |       7.214ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:12:51 | 500 |      5.2209ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:13:16 | 200 |     12.8853ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:13:16 | 400 |     12.9472ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      5.6027ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      5.9922ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      2.3728ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      2.3679ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      7.7043ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:13:40 | 200 |       3.609ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     31.1128ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     23.7671ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     32.9628ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     27.4288ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     12.0021ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:13:40 | 200 |      2.8961ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:13:40 | 200 |     14.4364ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:13:40 | 400 |      2.5162ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:13:51 | 200 |     13.8043ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:13:51 | 200 |     25.0511ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:14:23 | 200 |     10.5854ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:14:23 | 200 |      8.1336ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:14:37 | 200 |     12.3061ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:14:37 | 200 |     13.6932ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:14:53 | 200 |      6.8696ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:14:53 | 200 |     11.2889ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:15:27 | 200 |      7.6125ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:15:27 | 200 |      9.1967ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      3.8733ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      3.5466ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      1.5847ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      2.3613ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      2.4129ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      2.5676ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:15:40 | 200 |     22.3804ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:15:40 | 200 |     27.5198ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:15:40 | 200 |     18.6018ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      22.829ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      8.2789ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      3.4844ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:15:40 | 200 |      9.5304ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:15:40 | 200 |     10.3167ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:15:53 | 200 |     16.0402ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:15:53 | 200 |     12.3426ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:16:12 | 200 |      6.8434ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:16:12 | 200 |     16.7897ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:16:19 | 200 |      9.1458ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:16:19 | 200 |       9.066ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:16:28 | 200 |     11.8302ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:16:28 | 200 |      2.2867ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:16:30 | 200 |     11.8854ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:16:31 | 200 |      7.2739ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:16:32 | 200 |     13.6948ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:16:32 | 200 |     13.6932ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:17:31 | 200 |     11.3901ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:17:31 | 200 |     11.0613ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      8.7544ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      4.7732ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:17:40 | 200 |       2.951ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      4.5396ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:17:40 | 200 |     15.0565ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      3.4483ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:17:40 | 200 |     33.3104ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:17:40 | 200 |       15.82ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:17:40 | 200 |     20.3444ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:17:40 | 200 |     22.6082ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:17:40 | 200 |     14.8143ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      2.5127ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:17:40 | 200 |       11.32ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:17:40 | 200 |      9.8477ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:17:45 | 200 |      9.1585ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:17:45 | 200 |      7.7222ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:02 | 200 |     11.5941ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:02 | 200 |      7.8345ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:12 | 200 |      8.5862ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:12 | 200 |      7.2693ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:19 | 200 |     13.1342ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:19 | 200 |     10.1377ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:25 | 200 |     13.1778ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:25 | 200 |     13.0493ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:30 | 200 |     16.6434ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:30 | 200 |     30.5065ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:18:49 | 200 |      9.4407ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:18:49 | 200 |      6.4118ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:26 | 200 |      8.3133ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:26 | 200 |      9.6561ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:30 | 200 |      6.0663ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:30 | 200 |      9.1511ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:38 | 200 |     17.0755ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:38 | 200 |     14.0531ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      6.3618ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      5.2816ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      4.1797ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      2.9481ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      3.5826ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      6.3424ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:19:40 | 200 |     51.4724ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:19:40 | 200 |     28.0935ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:19:40 | 200 |     47.6351ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      33.756ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:19:40 | 200 |     10.6851ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:40 | 200 |      3.4672ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:40 | 200 |     11.2709ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:41 | 200 |     10.5768ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:45 | 200 |     10.9563ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:45 | 200 |      3.8571ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:19:47 | 200 |     13.9602ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:19:47 | 200 |      14.427ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     12.5052ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:21:40 | 200 |       5.778ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:21:40 | 200 |      7.9774ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:21:40 | 200 |      6.8609ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:21:40 | 200 |       3.575ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:21:40 | 200 |       3.622ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     37.7473ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     30.0227ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     32.8532ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:21:40 | 200 |      23.818ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     10.2779ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     13.1828ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     12.1228ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:21:40 | 200 |     14.9508ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      6.0604ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      3.7415ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      2.3652ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      4.8401ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:23:40 | 200 |       3.214ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      6.8268ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     30.2361ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      35.779ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     28.5496ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     27.0892ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     12.2789ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     13.2816ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:23:40 | 200 |     12.9872ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:23:40 | 200 |      14.817ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     16.6417ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      8.6086ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      2.7408ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      2.1359ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      4.2649ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:25:40 | 200 |       5.827ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     24.9797ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     33.5171ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     23.4016ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     24.3372ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     14.1273ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:25:40 | 200 |     11.5939ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      12.646ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:25:40 | 200 |      9.9144ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:27:40 | 200 |     16.2373ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      6.2441ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      2.4639ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      2.0915ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      2.1397ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      2.0401ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:27:40 | 200 |     14.9042ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:27:40 | 200 |     15.7815ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:27:40 | 200 |     17.7055ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
[GIN] 2022/07/29 - 12:27:40 | 200 |       12.38ms |    172.23.208.1 | GET      "/task_batch/c75d25fc-e003-4103-af15-7be956e88b73/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      5.9291ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      5.4959ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      5.8501ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:27:40 | 200 |      7.7641ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:07 | 200 |     12.0344ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:29:07 | 200 |      5.5348ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:11 | 200 |     11.3121ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:29:11 | 200 |      4.6689ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:13 | 200 |      9.6385ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:29:13 | 200 |     11.8557ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:27 | 200 |     13.4238ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:29:27 | 200 |      4.7642ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:29 | 200 |     12.9144ms |    172.23.208.1 | POST     "/device/"
[GIN] 2022/07/29 - 12:29:29 | 200 |     15.8413ms |    172.23.208.1 | POST     "/device_data/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      6.1117ms |    172.23.208.1 | POST     "/shift/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      5.2946ms |    172.23.208.1 | POST     "/line/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      2.4591ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      2.4827ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      2.9786ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:29:40 | 200 |      2.2237ms |    172.23.208.1 | POST     "/downtime/"
[GIN] 2022/07/29 - 12:29:40 | 200 |     23.2153ms |    172.23.208.1 | POST     "/task/"
[GIN] 2022/07/29 - 12:29:40 | 200 |     25.9879ms |    172.23.208.1 | GET      "/task_batch/3ca31c49-f28f-49e8-a899-232e49ae399d/"
[GIN] 2022/07/29 - 12:29:40 | 200 |     26.1421ms |    172.23.208.1 | GET      "/task_batch/73116781-c1b4-49e8-bea2-68ef6581ba58/"
